date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:44:45	4538/4538	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Dec%202025%2012:44:25%20GMT	https://www.alecia.fr/operations/gault-fremont	www.alecia.fr/operations/gault-fremont.html	(from https://www.alecia.fr/operations)
05:44:46	4524/4524	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Dec%202025%2013:47:22%20GMT	https://www.alecia.fr/operations/finaxy	www.alecia.fr/operations/finaxy.html	(from https://www.alecia.fr/operations)
05:44:48	4528/4528	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Dec%202025%2012:09:54%20GMT	https://www.alecia.fr/operations/realites	www.alecia.fr/operations/realites.html	(from https://www.alecia.fr/operations)
05:44:48	5213/5213	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Dec%202025%2015:26:52%20GMT	https://www.alecia.fr/operations/wyz-group	www.alecia.fr/operations/wyz-group.html	(from https://www.alecia.fr/operations)
05:44:49	5217/5217	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Dec%202025%2013:47:22%20GMT	https://www.alecia.fr/operations/link4life	www.alecia.fr/operations/link4life.html	(from https://www.alecia.fr/operations)
05:44:50	4524/4524	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Dec%202025%2012:17:32%20GMT	https://www.alecia.fr/operations/bolden	www.alecia.fr/operations/bolden.html	(from https://www.alecia.fr/operations)
05:44:51	4522/4522	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Dec%202025%2013:47:22%20GMT	https://www.alecia.fr/operations/april	www.alecia.fr/operations/april.html	(from https://www.alecia.fr/operations)
05:44:53	4524/4524	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Dec%202025%2018:24:09%20GMT	https://www.alecia.fr/operations/socodi	www.alecia.fr/operations/socodi.html	(from https://www.alecia.fr/operations)
05:44:53	4528/4528	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Dec%202025%2013:47:22%20GMT	https://www.alecia.fr/operations/le-wagon	www.alecia.fr/operations/le-wagon.html	(from https://www.alecia.fr/operations)
05:44:54	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2014%20Dec%202025%2004:44:54%20GMT	https://www.alecia.fr/operations/capelli	www.alecia.fr/operations/capelli	(from https://www.alecia.fr/operations)
05:44:55	4526/4526	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Dec%202025%2013:47:22%20GMT	https://www.alecia.fr/operations/eurasia	www.alecia.fr/operations/eurasia.html	(from https://www.alecia.fr/operations)
05:44:56	4538/4538	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Dec%202025%2013:47:22%20GMT	https://www.alecia.fr/operations/come-to-paris	www.alecia.fr/operations/come-to-paris.html	(from https://www.alecia.fr/operations)
05:44:57	5212/5212	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Dec%202025%2012:09:20%20GMT	https://www.alecia.fr/operations/axelliance	www.alecia.fr/operations/axelliance.html	(from https://www.alecia.fr/operations)
05:44:59	4526/4526	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Dec%202025%2012:09:13%20GMT	https://www.alecia.fr/operations/temelio	www.alecia.fr/operations/temelio.html	(from https://www.alecia.fr/operations)
05:44:59	4524/4524	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Dec%202025%2016:09:48%20GMT	https://www.alecia.fr/operations/kujten	www.alecia.fr/operations/kujten.html	(from https://www.alecia.fr/operations)
05:45:00	4522/4522	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Dec%202025%2016:44:46%20GMT	https://www.alecia.fr/operations/staci	www.alecia.fr/operations/staci.html	(from https://www.alecia.fr/operations)
05:45:02	4532/4532	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Dec%202025%2016:46:03%20GMT	https://www.alecia.fr/operations/haudecoeur	www.alecia.fr/operations/haudecoeur.html	(from https://www.alecia.fr/operations)
05:45:03	5568/5568	---MCZ	200	added ('OK')	text/html	date:Sat,%2013%20Dec%202025%2007:43:34%20GMT	https://www.alecia.fr/operations/sophie-lebreuilly	www.alecia.fr/operations/sophie-lebreuilly.html	(from https://www.alecia.fr/operations)
05:45:03	4554/4554	---MCZ	200	added ('OK')	text/html	date:Thu,%2004%20Dec%202025%2016:09:49%20GMT	https://www.alecia.fr/operations/les-ateliers-peyrache	www.alecia.fr/operations/les-ateliers-peyrache.html	(from https://www.alecia.fr/operations)
05:45:04	4530/4530	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Dec%202025%2012:08:06%20GMT	https://www.alecia.fr/operations/patchwork	www.alecia.fr/operations/patchwork.html	(from https://www.alecia.fr/operations)
05:45:06	4518/4518	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Dec%202025%2006:07:41%20GMT	https://www.alecia.fr/operations/y2a	www.alecia.fr/operations/y2a.html	(from https://www.alecia.fr/operations)
05:45:07	4536/4536	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Dec%202025%2016:46:29%20GMT	https://www.alecia.fr/operations/pixiel-group	www.alecia.fr/operations/pixiel-group.html	(from https://www.alecia.fr/operations)
05:45:07	4544/4544	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Dec%202025%2018:29:26%20GMT	https://www.alecia.fr/operations/mia-solutions-rh	www.alecia.fr/operations/mia-solutions-rh.html	(from https://www.alecia.fr/operations)
05:45:08	4526/4526	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Dec%202025%2022:10:58%20GMT	https://www.alecia.fr/operations/opteven	www.alecia.fr/operations/opteven.html	(from https://www.alecia.fr/operations)
05:45:10	4530/4530	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Dec%202025%2013:47:22%20GMT	https://www.alecia.fr/operations/filiassur	www.alecia.fr/operations/filiassur.html	(from https://www.alecia.fr/operations)
05:45:10	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2014%20Dec%202025%2004:45:10%20GMT	https://www.alecia.fr/operations/kfc	www.alecia.fr/operations/kfc	(from https://www.alecia.fr/operations)
05:45:11	4520/4520	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Dec%202025%2017:18:04%20GMT	https://www.alecia.fr/operations/cc-c	www.alecia.fr/operations/cc-c.html	(from https://www.alecia.fr/operations)
05:45:12	4536/4536	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Dec%202025%2013:47:22%20GMT	https://www.alecia.fr/operations/editions-365	www.alecia.fr/operations/editions-365.html	(from https://www.alecia.fr/operations)
05:45:13	4532/4532	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Dec%202025%2012:09:07%20GMT	https://www.alecia.fr/operations/isp-system	www.alecia.fr/operations/isp-system.html	(from https://www.alecia.fr/operations)
05:45:14	4522/4522	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Dec%202025%2013:47:22%20GMT	https://www.alecia.fr/operations/soleo	www.alecia.fr/operations/soleo.html	(from https://www.alecia.fr/operations)
05:45:15	4776/4776	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%224c89e1c5c97f53080d78fcff8835d8ca%22	https://www.alecia.fr/operations-logos/banque-populaire-rives-de-paris	www.alecia.fr/operations-logos/banque-populaire-rives-de-paris	(from https://www.alecia.fr/operations)
05:45:16	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2014%20Dec%202025%2004:45:16%20GMT	https://www.alecia.fr/operations-logos/caisse-depargne-bretagne-pays-de-loire	www.alecia.fr/operations-logos/caisse-depargne-bretagne-pays-de-loire	(from https://www.alecia.fr/operations)
05:45:17	4776/4776	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%224c89e1c5c97f53080d78fcff8835d8ca%22	https://www.alecia.fr/operations-logos/bnp-paribas	www.alecia.fr/operations-logos/bnp-paribas	(from https://www.alecia.fr/operations)
05:45:18	4776/4776	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%224c89e1c5c97f53080d78fcff8835d8ca%22	https://www.alecia.fr/operations-logos/pool-bancaire	www.alecia.fr/operations-logos/pool-bancaire	(from https://www.alecia.fr/operations)
05:45:19	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2014%20Dec%202025%2004:45:19%20GMT	https://www.alecia.fr/operations-logos/bpi-france	www.alecia.fr/operations-logos/bpi-france	(from https://www.alecia.fr/operations)
05:45:20	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2014%20Dec%202025%2004:45:20%20GMT	https://www.alecia.fr/operations-logos/apax-partners	www.alecia.fr/operations-logos/apax-partners	(from https://www.alecia.fr/operations)
05:45:21	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2014%20Dec%202025%2004:45:21%20GMT	https://www.alecia.fr/operations-logos/cipres	www.alecia.fr/operations-logos/cipres	(from https://www.alecia.fr/operations)
05:45:22	4776/4776	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%224c89e1c5c97f53080d78fcff8835d8ca%22	https://www.alecia.fr/operations-logos/french-food-capital	www.alecia.fr/operations-logos/french-food-capital	(from https://www.alecia.fr/operations)
05:45:23	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2014%20Dec%202025%2004:45:23%20GMT	https://www.alecia.fr/operations-logos/finorpa	www.alecia.fr/operations-logos/finorpa	(from https://www.alecia.fr/operations)
05:45:24	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2014%20Dec%202025%2004:45:24%20GMT	https://www.alecia.fr/operations-logos/generis-capital-partners	www.alecia.fr/operations-logos/generis-capital-partners	(from https://www.alecia.fr/operations)
05:45:25	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2014%20Dec%202025%2004:45:25%20GMT	https://www.alecia.fr/operations-logos/logo-copy-4	www.alecia.fr/operations-logos/logo-copy-4	(from https://www.alecia.fr/operations)
05:45:26	4776/4776	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%224c89e1c5c97f53080d78fcff8835d8ca%22	https://www.alecia.fr/operations-logos/logo-copy-3	www.alecia.fr/operations-logos/logo-copy-3	(from https://www.alecia.fr/operations)
05:45:27	4776/4776	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%224c89e1c5c97f53080d78fcff8835d8ca%22	https://www.alecia.fr/operations-logos/logo-copy-2	www.alecia.fr/operations-logos/logo-copy-2	(from https://www.alecia.fr/operations)
05:45:28	4776/4776	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%224c89e1c5c97f53080d78fcff8835d8ca%22	https://www.alecia.fr/operations-logos/logo-copy	www.alecia.fr/operations-logos/logo-copy	(from https://www.alecia.fr/operations)
05:45:29	4776/4776	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%224c89e1c5c97f53080d78fcff8835d8ca%22	https://www.alecia.fr/operations-logos/logo	www.alecia.fr/operations-logos/logo	(from https://www.alecia.fr/operations)
05:45:30	26204/26204	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Nov%202025%2017:30:29%20GMT	https://www.alecia.fr/politique-de-confidentialite	www.alecia.fr/politique-de-confidentialite.html	(from https://www.alecia.fr/operations)
05:45:31	25866/25866	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Dec%202025%2007:31:08%20GMT	https://www.alecia.fr/mentions-legales	www.alecia.fr/mentions-legales.html	(from https://www.alecia.fr/operations)
05:45:32	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2014%20Dec%202025%2004:45:32%20GMT	https://www.alecia.fr/	www.alecia.fr/index.html	(from https://www.alecia.fr/operations)
05:45:34	33161/33161	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Dec%202025%2016:05:49%20GMT	https://www.alecia.fr/actualites/safe-groupe-acquiert-dogs-security	www.alecia.fr/actualites/safe-groupe-acquiert-dogs-security.html	(from https://www.alecia.fr/actualites)
05:46:17	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2014%20Dec%202025%2004:45:33%20GMT	https://www.alecia.fr/operations/keller-williams	www.alecia.fr/operations/keller-williams.html	(from https://www.alecia.fr/operations)
05:46:17	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2014%20Dec%202025%2004:45:33%20GMT	https://www.alecia.fr/operations/capelli	www.alecia.fr/operations/capelli.html	(from https://www.alecia.fr/operations)
05:46:18	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2014%20Dec%202025%2004:45:33%20GMT	https://www.alecia.fr/operations/kfc	www.alecia.fr/operations/kfc.html	(from https://www.alecia.fr/operations)
05:46:19	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2014%20Dec%202025%2004:45:34%20GMT	https://www.alecia.fr/operations-logos/caisse-depargne-bretagne-pays-de-loire	www.alecia.fr/operations-logos/caisse-depargne-bretagne-pays-de-loire.html	(from https://www.alecia.fr/operations)
05:47:03	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2014%20Dec%202025%2004:46:19%20GMT	https://www.alecia.fr/operations-logos/apax-partners	www.alecia.fr/operations-logos/apax-partners.html	(from https://www.alecia.fr/operations)
05:47:03	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2014%20Dec%202025%2004:46:19%20GMT	https://www.alecia.fr/operations-logos/bpi-france	www.alecia.fr/operations-logos/bpi-france.html	(from https://www.alecia.fr/operations)
05:47:03	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2014%20Dec%202025%2004:46:19%20GMT	https://www.alecia.fr/operations-logos/cipres	www.alecia.fr/operations-logos/cipres.html	(from https://www.alecia.fr/operations)
05:47:04	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2014%20Dec%202025%2004:46:20%20GMT	https://www.alecia.fr/operations-logos/finorpa	www.alecia.fr/operations-logos/finorpa.html	(from https://www.alecia.fr/operations)
05:47:04	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2014%20Dec%202025%2004:47:04%20GMT	https://www.alecia.fr/	www.alecia.fr/index.html	(from https://www.alecia.fr/operations)
05:47:47	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2014%20Dec%202025%2004:47:03%20GMT	https://www.alecia.fr/operations-logos/generis-capital-partners	www.alecia.fr/operations-logos/generis-capital-partners.html	(from https://www.alecia.fr/operations)
05:47:47	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2014%20Dec%202025%2004:47:03%20GMT	https://www.alecia.fr/operations-logos/logo-copy-4	www.alecia.fr/operations-logos/logo-copy-4.html	(from https://www.alecia.fr/operations)
05:47:48	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2014%20Dec%202025%2004:47:04%20GMT	https://www.alecia.fr/operations/keller-williams	www.alecia.fr/operations/keller-williams.html	(from https://www.alecia.fr/operations)
05:47:48	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2014%20Dec%202025%2004:47:04%20GMT	https://www.alecia.fr/operations/capelli	www.alecia.fr/operations/capelli.html	(from https://www.alecia.fr/operations)
05:48:31	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2014%20Dec%202025%2004:47:48%20GMT	https://www.alecia.fr/operations/kfc	www.alecia.fr/operations/kfc.html	(from https://www.alecia.fr/operations)
05:48:31	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2014%20Dec%202025%2004:47:48%20GMT	https://www.alecia.fr/operations-logos/caisse-depargne-bretagne-pays-de-loire	www.alecia.fr/operations-logos/caisse-depargne-bretagne-pays-de-loire.html	(from https://www.alecia.fr/operations)
05:48:32	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2014%20Dec%202025%2004:47:49%20GMT	https://www.alecia.fr/operations-logos/bpi-france	www.alecia.fr/operations-logos/bpi-france.html	(from https://www.alecia.fr/operations)
05:48:33	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2014%20Dec%202025%2004:47:49%20GMT	https://www.alecia.fr/operations-logos/apax-partners	www.alecia.fr/operations-logos/apax-partners.html	(from https://www.alecia.fr/operations)
05:49:16	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2014%20Dec%202025%2004:48:32%20GMT	https://www.alecia.fr/operations-logos/cipres	www.alecia.fr/operations-logos/cipres.html	(from https://www.alecia.fr/operations)
05:49:16	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2014%20Dec%202025%2004:48:32%20GMT	https://www.alecia.fr/operations-logos/finorpa	www.alecia.fr/operations-logos/finorpa.html	(from https://www.alecia.fr/operations)
05:49:16	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2014%20Dec%202025%2004:48:33%20GMT	https://www.alecia.fr/operations-logos/generis-capital-partners	www.alecia.fr/operations-logos/generis-capital-partners.html	(from https://www.alecia.fr/operations)
05:49:16	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2014%20Dec%202025%2004:48:33%20GMT	https://www.alecia.fr/operations-logos/logo-copy-4	www.alecia.fr/operations-logos/logo-copy-4.html	(from https://www.alecia.fr/operations)
